explained_variance,policy_loss,value_loss,fps,ep_reward_mean,ep_len_mean,time_elapsed,approxkl,total_timesteps,clipfrac,serial_timesteps,n_updates,policy_entropy
0.5164402723312378,-0.0012796803,2.225079e-08,256,0.00029892000000000005,1500.0,733.9541490077972,0.003088124,192512,0.030908203,192512,94,1.1673928
0.6994893550872803,-0.0031569973,2.7016785e-07,261,0.00029916999999999997,1500.0,741.9482288360596,0.0049995217,194560,0.05683594,194560,95,1.1634239
0.76565320789814,-0.0007584377,2.702543e-07,255,0.00029962,1500.0,749.7873907089233,0.0037431177,196608,0.036816407,196608,96,1.1603585
0.7936049997806549,-0.0009411851,1.0984274e-06,251,0.00029983,1500.0,757.8145651817322,0.0030230025,198656,0.030371094,198656,97,1.1701663
0.8889817222952843,-0.0015496954,8.966491e-09,260,0.00030002,1500.0,765.9668872356415,0.004367019,200704,0.042529296,200704,98,1.1760648
0.8102530837059021,0.0006309297,4.994411e-06,258,0.00030036,1500.0,773.8367419242859,0.0029051513,202752,0.031201173,202752,99,1.1805199
0.8046609163284302,-0.0015919579,1.7404929e-08,259,0.00030052,1500.0,781.7594192028046,0.0039840443,204800,0.043896485,204800,100,1.1781385
0.6101491749286652,-0.004600435,1.7611445e-07,252,0.00030065000000000007,1500.0,789.6663024425507,0.007083601,206848,0.091308594,206848,101,1.172259
0.7671261131763458,-0.0013960538,1.756314e-06,255,0.00030104000000000003,1500.0,797.7754995822906,0.0051789917,208896,0.06367187,208896,102,1.1762666
0.7553907930850983,-0.0020461183,4.199548e-06,262,0.00030120000000000006,1500.0,805.7992379665375,0.004399415,210944,0.046923827,210944,103,1.175309
0.640029639005661,-0.0014110875,5.7944925e-07,250,0.00030137,1500.0,813.5992772579193,0.0028780191,212992,0.026953125,212992,104,1.1768708
0.5633213818073273,-0.0014271339,2.628017e-07,249,0.00030168,1500.0,821.7812139987946,0.002676556,215040,0.021826172,215040,105,1.1821373
0.7754819542169571,-0.00045142858,1.2504732e-07,249,0.00030185000000000005,1500.0,829.9800755977631,0.002533008,217088,0.022314453,217088,106,1.1702166
